,precision,recall,f1-score,support
0,0.8942307692307693,0.9117647058823529,0.9029126213592233,102.0
1,0.808695652173913,0.9117647058823529,0.8571428571428571,102.0
2,0.8735632183908046,0.7450980392156863,0.8042328042328042,102.0
accuracy,0.8562091503267973,0.8562091503267973,0.8562091503267973,0.8562091503267973
macro avg,0.8588298799318291,0.8562091503267973,0.8547627609116283,306.0
weighted avg,0.8588298799318291,0.8562091503267973,0.8547627609116282,306.0
