,precision,recall,f1-score,support
0,0.9026548672566371,1.0,0.9488372093023256,102.0
1,0.7821782178217822,0.7745098039215687,0.7783251231527094,102.0
2,0.8152173913043478,0.7352941176470589,0.7731958762886598,102.0
accuracy,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.8366013071895425
macro avg,0.8333501587942557,0.8366013071895425,0.8334527362478982,306.0
weighted avg,0.8333501587942557,0.8366013071895425,0.8334527362478983,306.0
