,precision,recall,f1-score,support
0,0.8389830508474576,0.9705882352941176,0.9,102.0
1,0.71900826446281,0.8529411764705882,0.7802690582959642,102.0
2,0.8656716417910447,0.5686274509803921,0.6863905325443787,102.0
accuracy,0.7973856209150327,0.7973856209150327,0.7973856209150327,0.7973856209150327
macro avg,0.807887652367104,0.7973856209150326,0.7888865302801142,306.0
weighted avg,0.8078876523671041,0.7973856209150327,0.7888865302801142,306.0
