,precision,recall,f1-score,support
0,0.83,0.8137254901960784,0.8217821782178217,102.0
1,0.6153846153846154,0.7058823529411765,0.6575342465753424,102.0
2,0.6292134831460674,0.5490196078431373,0.5863874345549738,102.0
accuracy,0.6895424836601307,0.6895424836601307,0.6895424836601307,0.6895424836601307
macro avg,0.6915326995102277,0.6895424836601306,0.6885679531160459,306.0
weighted avg,0.6915326995102277,0.6895424836601307,0.688567953116046,306.0
