,precision,recall,f1-score,support
0,0.9514563106796117,0.9607843137254902,0.9560975609756097,102.0
1,0.7203389830508474,0.8333333333333334,0.7727272727272727,102.0
2,0.8,0.6666666666666666,0.7272727272727273,102.0
accuracy,0.8202614379084967,0.8202614379084967,0.8202614379084967,0.8202614379084967
macro avg,0.8239317645768196,0.8202614379084968,0.8186991869918699,306.0
weighted avg,0.8239317645768198,0.8202614379084967,0.8186991869918698,306.0
