,precision,recall,f1-score,support
0,0.8962264150943396,0.9313725490196079,0.9134615384615384,102.0
1,0.8807339449541285,0.9411764705882353,0.909952606635071,102.0
2,0.9230769230769231,0.8235294117647058,0.8704663212435233,102.0
accuracy,0.8986928104575164,0.8986928104575164,0.8986928104575164,0.8986928104575164
macro avg,0.9000124277084639,0.8986928104575164,0.8979601554467109,306.0
weighted avg,0.9000124277084636,0.8986928104575164,0.8979601554467108,306.0
