,precision,recall,f1-score,support
0,0.8962264150943396,0.9313725490196079,0.9134615384615384,102.0
1,0.9019607843137255,0.9019607843137255,0.9019607843137255,102.0
2,0.8979591836734694,0.8627450980392157,0.88,102.0
accuracy,0.8986928104575164,0.8986928104575164,0.8986928104575164,0.8986928104575164
macro avg,0.8987154610271783,0.8986928104575164,0.8984741075917547,306.0
weighted avg,0.8987154610271781,0.8986928104575164,0.8984741075917546,306.0
