,precision,recall,f1-score,support
0,0.98,0.9607843137254902,0.9702970297029703,102.0
1,0.8584070796460177,0.9509803921568627,0.9023255813953488,102.0
2,0.9247311827956989,0.8431372549019608,0.882051282051282,102.0
accuracy,0.9183006535947712,0.9183006535947712,0.9183006535947712,0.9183006535947712
macro avg,0.9210460874805722,0.9183006535947712,0.918224631049867,306.0
weighted avg,0.9210460874805722,0.9183006535947712,0.918224631049867,306.0
