,precision,recall,f1-score,support
0,0.8813559322033898,1.0,0.9369369369369369,52.0
1,0.9454545454545454,0.9811320754716981,0.9629629629629629,53.0
2,1.0,0.8301886792452831,0.9072164948453608,53.0
accuracy,0.9367088607594937,0.9367088607594937,0.9367088607594937,0.9367088607594937
macro avg,0.9422701592193118,0.9371069182389937,0.9357054649150869,158.0
weighted avg,0.942655692301691,0.9367088607594937,0.9356976707883663,158.0
