,precision,recall,f1-score,support
0,0.9230769230769231,0.9411764705882353,0.9320388349514563,102.0
1,0.8596491228070176,0.9607843137254902,0.9074074074074074,102.0
2,0.9886363636363636,0.8529411764705882,0.9157894736842105,102.0
accuracy,0.9183006535947712,0.9183006535947712,0.9183006535947712,0.9183006535947712
macro avg,0.9237874698401014,0.9183006535947712,0.9184119053476915,306.0
weighted avg,0.9237874698401014,0.9183006535947712,0.9184119053476913,306.0
