,precision,recall,f1-score,support
0,0.9339622641509434,0.9705882352941176,0.9519230769230769,102.0
1,0.8598130841121495,0.9019607843137255,0.8803827751196173,102.0
2,0.8817204301075269,0.803921568627451,0.841025641025641,102.0
accuracy,0.8921568627450981,0.8921568627450981,0.8921568627450981,0.8921568627450981
macro avg,0.8918319261235399,0.8921568627450981,0.8911104976894451,306.0
weighted avg,0.8918319261235399,0.8921568627450981,0.8911104976894452,306.0
