,precision,recall,f1-score,support
0,0.8290598290598291,0.9509803921568627,0.8858447488584474,102.0
1,0.8421052631578947,0.7843137254901961,0.8121827411167513,102.0
2,0.8723404255319149,0.803921568627451,0.8367346938775511,102.0
accuracy,0.8464052287581699,0.8464052287581699,0.8464052287581699,0.8464052287581699
macro avg,0.847835172583213,0.8464052287581699,0.8449207279509166,306.0
weighted avg,0.8478351725832128,0.8464052287581699,0.8449207279509166,306.0
