,precision,recall,f1-score,support
0,0.9245283018867925,0.9607843137254902,0.9423076923076923,102.0
1,0.8032786885245902,0.9607843137254902,0.875,102.0
2,0.9615384615384616,0.7352941176470589,0.8333333333333334,102.0
accuracy,0.8856209150326797,0.8856209150326797,0.8856209150326797,0.8856209150326797
macro avg,0.8964484839832814,0.8856209150326798,0.8835470085470085,306.0
weighted avg,0.8964484839832814,0.8856209150326797,0.8835470085470086,306.0
