,precision,recall,f1-score,support
0,0.9134615384615384,0.9313725490196079,0.9223300970873787,102.0
1,0.7565217391304347,0.8529411764705882,0.8018433179723502,102.0
2,0.896551724137931,0.7647058823529411,0.8253968253968254,102.0
accuracy,0.8496732026143791,0.8496732026143791,0.8496732026143791,0.8496732026143791
macro avg,0.8555116672433014,0.8496732026143791,0.8498567468188515,306.0
weighted avg,0.8555116672433013,0.8496732026143791,0.8498567468188514,306.0
