,precision,recall,f1-score,support
0,0.3388704318936877,1.0,0.5062034739454094,102.0
1,0.0,0.0,0.0,102.0
2,1.0,0.049019607843137254,0.09345794392523364,102.0
accuracy,0.34967320261437906,0.34967320261437906,0.34967320261437906,0.34967320261437906
macro avg,0.44629014396456257,0.3496732026143791,0.19988713929021437,306.0
weighted avg,0.4462901439645625,0.34967320261437906,0.19988713929021434,306.0
