,precision,recall,f1-score,support
0,0.8761904761904762,0.9019607843137255,0.8888888888888888,102.0
1,0.8303571428571429,0.9117647058823529,0.8691588785046729,102.0
2,0.9101123595505618,0.7941176470588235,0.8481675392670157,102.0
accuracy,0.869281045751634,0.869281045751634,0.869281045751634,0.869281045751634
macro avg,0.8722199928660602,0.869281045751634,0.8687384355535258,306.0
weighted avg,0.8722199928660602,0.869281045751634,0.8687384355535258,306.0
