,precision,recall,f1-score,support
0,0.9615384615384616,0.9803921568627451,0.970873786407767,102.0
1,0.8660714285714286,0.9509803921568627,0.9065420560747663,102.0
2,0.9555555555555556,0.8431372549019608,0.8958333333333334,102.0
accuracy,0.9248366013071896,0.9248366013071896,0.9248366013071896,0.9248366013071896
macro avg,0.9277218152218153,0.9248366013071895,0.9244163919386222,306.0
weighted avg,0.9277218152218152,0.9248366013071896,0.9244163919386221,306.0
