,precision,recall,f1-score,support
0,0.9523809523809523,0.9803921568627451,0.966183574879227,102.0
1,0.8053097345132744,0.8921568627450981,0.8465116279069768,102.0
2,0.8636363636363636,0.7450980392156863,0.8,102.0
accuracy,0.8725490196078431,0.8725490196078431,0.8725490196078431,0.8725490196078431
macro avg,0.8737756835101967,0.8725490196078431,0.8708984009287346,306.0
weighted avg,0.8737756835101969,0.8725490196078431,0.8708984009287346,306.0
